title,url,published_at,label,name,description,location,website
Cellnex: Cellnex to increase its share capital by €7 billion,https://www.cellnextelecom.com/content/uploads/2021/03/20210330-PR-Cellnex-to-increase-its-share-capital-by-%E2%82%AC7-billion_EN-4.pdf,2021-03-30 06:47:28.806813,PRESS RELEASE,Cellnex,Independent infrastructure operator for wireless telecommunication,Spain,https://www.cellnextelecom.com/en/
Piaggio: Rectification annual calendar of corporate events - 2021 | Piaggio Group,https://piaggiogroup.com/en/archive/press/rectification-annual-calendar-corporate-events-2021,2021-04-06 16:28:57.426143,PRESS RELEASE,Piaggio,"Develop, produce and sell scooters, motorcycles and three / four-wheeled light commercial vehicles",Italy,http://www.piaggio.com
Leonardo: Leonardo: AW169 lands contract in the VIP/corporate market in Mexico,https://www.leonardocompany.com/en/press-release-detail/-/detail/11-01-2021-leonardo-aw169-lands-contract-in-the-vip-corporate-market-in-mexico,2021-01-11 10:43:41.544381,PRESS RELEASE,Leonardo,"Aerospace, defence and security company",Italy,http://www.leonardocompany.com/
Compass Diversified: Compass Diversified Announces First Quarter 2021 Earnings and Conference Call Information,https://ir.compassdiversified.com/news/news-details/2021/Compass-Diversified-Announces-First-Quarter-2021-Earnings-and-Conference-Call-Information/default.aspx,2021-04-15 20:17:43.439341,CALENDAR,Compass Diversified,Investment holding company in small to middle market businesses,United States,https://compassdiversified.com/
Paysafe: Ambassador Cruise Line appoints Paysafe as payments partner,https://www.paysafe.com/us-en/paysafegroup/news/detail/ambassador-cruise-line-appoints-paysafe-as-payments-partner/,2021-08-09 08:01:25.106346,PRESS RELEASE,Paysafe,Online prepaid payment company,Isle of Man,https://www.paysafe.com/
"Tripadvisor: Tripadvisor, Inc. Earnings Press Release Available on Company's Investor Relations Site",https://www.prnewswire.com:443/news-releases/tripadvisor-inc-earnings-press-release-available-on-companys-investor-relations-site-301167536.html,2020-11-06 08:28:03.847308,PRESS RELEASE,Tripadvisor,"Diversified online platform for the travel sector, with a focus on traveller reviews",United States,https://www.tripadvisor.com/
ERAMET: Eramet: Purchase of own shares – Detailed information (week of 1st April 2019),http://www.eramet.com/en/system/files/publications/pdf/08042019_purchase_of_own_shares_en_details.pdf,2019-04-08 15:52:37.3757,PRESS RELEASE,ERAMET,Mining and metallurgy company,France,http://www.eramet.com
Hellenic Telecommunications Organization: Extraordinary Dividend Distribution,https://www.londonstockexchange.com/news-article/OTES/extraordinary-dividend-distribution/15209419,2021-11-11 16:53:27.260227,PRESS RELEASE,Hellenic Telecommunications Organization,Telecommunications provider,Greece,http://ote.gr
Merlin Entertainments: Merlin Entertainments confims attractions in England will reopen from the 4th July,https://www.merlinentertainments.biz/newsroom/news-releases/2020/merlin-attractions-to-reopen-from-4th-july/,2020-06-24 07:05:23.539293,PRESS RELEASE,Merlin Entertainments,"Branded, location based family entertainment",United Kingdom,http://www.merlinentertainments.biz/
Ontex: Q2 2018 Results,http://www.ontexglobal.com/sites/default/files/180726_ontex_q2_2018_results_statement_eng_final.pdf,2018-07-26 07:24:30.474798,RESULTS,Ontex,Manufacturer of retailer branded and branded hygienic disposable products,Belgium,http://www.ontexglobal.com/
YIT: YIT implements a multi-purpose building in Valkeala as a life cycle project,https://www.yitgroup.com/en/news-repository/investor-news/yit-implements-a-multi-purpose-building-in-valkeala-as-a-life-cycle-project,2021-06-04 09:02:56.867052,PRESS RELEASE,YIT,Urban developer and construction company,Finland,https://www.yitgroup.com/en
Adler Pelzer: Adler Pelzer Group closes the acquisition of the Acoustics and Soft Trim business of Faurecia,https://www.adlerpelzer.com/news-media/detail/adler-pelzer-group-closes-the-acquisition-of-the-acoustics-and-soft-trim-business-of-faurecia,2021-11-02 13:01:44.965425,PRESS RELEASE,Adler Pelzer,Manufacturer of acoustic and thermal components for the automotive sector,Germany,http://www.adlerpelzer.com/
Petroleum Geo-Services: Annual Report 2019,https://www.pgs.com/investor-relations/ir-news-stock-announcements/annual-report-2019/,2020-03-23 16:01:16.433306,RESULTS,Petroleum Geo-Services,Marine seismic survey and data processing company,Norway,https://www.pgs.com/
NewDay: 2018 Interim Update,http://newday.co.uk/media/69451/2018-interim-update.pdf,2018-08-09 06:04:38.907914,PRESS RELEASE,NewDay,Credit card provider,United Kingdom,http://newday.co.uk/
INEOS Quattro: INEOS Quattro Trading Statement Q4 2020,https://www.ineos-styrolution.com/INTERSHOP/web/WFS/Styrolution-Portal-Site/en_US/-/USD/StyUtils-GetInvestorsDocument?PageletUUID=XUwK6eHKMaEAAAF4MBdVttUj,2021-04-15 11:17:00.438761,RESULTS,INEOS Quattro,Globally diversified intermediate chemical manufacturer,United Kingdom,https://www.ineos.com/ineos-quattro-investor-relations/
Selecta Group B.V. Announces Tender Offer for its €350 million 6.5% Senior Secured Notes due 2020 and its CHF 245 million 6.5% Senior Secured Notes due 2020 ,https://dl.bourse.lu/dl?v=ADyMFy5zxNFitbuuk6wDBqJUXa+vyHH6dA7BMVeRCqTUNj6mTZ9xEvEPeuePxB9tEy/FKV9qT/5KMTnTn7ZNrO7bPbeLEyXbh1/oq9EBWsmv7sH3q4bWDOP4AU74r8RqI+3d2sgkwn6nY54VrulpiQ==,2018-01-15 07:34:27.071295,PRESS RELEASE,Selecta,Operator of vending machines,Switzerland,http://www.selecta.com/
Thor Industries: THOR Industries Announces Offering Of $400 Million Of Senior Unsecured Notes Due 2029,https://ir.thorindustries.com/investor-resources/press-releases/press-release-details/2021/THOR-Industries-Announces-Offering-Of-400-Million-Of-Senior-Unsecured-Notes-Due-2029/default.aspx,2021-10-04 12:25:17.161674,PRESS RELEASE,Thor Industries,Manufacturer of recreational vehicles,United States,https://www.thorindustries.com/
MSCI: MSCI Published a Management Presentation for Investors,https://ir.msci.com/news-releases/news-release-details/msci-published-management-presentation-investors-1,2021-08-09 12:01:19.432376,PRESS RELEASE,MSCI,Operates as an Investment research firm,United States,https://www.msci.com/
Iris Software: Putting customers first sees IRIS Software Group make debut on Fosway 2021 9-GridTM for Cloud HR as a Strong Performer - IRIS,https://www.iris.co.uk/news/putting-customers-first-sees-iris-software-group-make-debut-on-fosway-2021-9-gridtm-for-cloud-hr-as-a-strong-performer/,2021-09-30 09:31:23.865012,PRESS RELEASE,Iris Software,Accountancy software ,United Kingdom,https://www.iris.co.uk/
Avis Budget Group Files Preliminary Proxy Materials,http://ir.avisbudgetgroup.com/releasedetail.cfm?ReleaseID=1061651,2018-03-22 07:07:10.163101,PRESS RELEASE,Avis Budget,Provider of vehicle rental services,United States,http://avisbudgetgroup.com/
Tele Columbus: 29. August 2019 Tele Columbus AG: Annual General Meeting elects new Supervisory Board DGAP-News: Tele Columbus AG / Key word(s): AGM/EGM/Personnel 29.08.2019 / 16,https://www.telecolumbus.com/investor-relations/finanznachrichten/?newsid=1818405,2019-08-29 14:07:56.699662,PRESS RELEASE,Tele Columbus,Cable network operator,Germany,https://www.telecolumbus.com/
Atlantia: Sale of Atlantia’s entire stake in ASPI: authorisation from the Italian Government (so-called “Golden Power”),https://www.atlantia.it/en/press-release/-/bulletin/view/8d727cce-856e-4763-ae26-2f9b1c16ac91,2021-08-06 17:21:05.518073,PRESS RELEASE,Atlantia,"Operates motorways, airport infrastructure and transport services",Italy,http://www.atlantia.it/en/
Alliant: Alliant Acquires BridgePoint Risk Management,http://www.businesswire.com/news/home/20210105005109/en/Alliant-Acquires-BridgePoint-Risk-Management,2021-01-05 13:29:30.740244,PRESS RELEASE,Alliant,Commercial insurance brokerage,United States,http://www.alliant.com/
Schoeller Allibert: Schoeller Packaging B.V. â Annual Financial Report 2019,http://ir.schoellerallibert.com/_files/SP-BV-Annual-Financial-Report-2019.pdf,2020-04-16 06:26:53.728064,RESULTS,Schoeller Allibert,"Containers, pallet boxes, logistics & packaging",Netherlands,https://www.schoellerallibert.com/
Messer: Messer makes staff aware of operational discipline in pandemic times,https://www.messergroup.com/-/messer-makes-staff-aware-of-operational-discipline-in-pandemic-times?inheritRedirect=true&redirect=%2Fpress-releases,2020-09-18 10:19:05.22153,PRESS RELEASE,Messer,Manufacturer of industrial gases,Germany,https://www.messergroup.com/
Summit Germany: Half Year Results,http://www.summitgermany.com/downloads/2018-09-26_Summit_Half_Year_Results.pdf,2018-09-26 06:09:25.917259,RESULTS,Summit Germany,Commercial real estate,Germany,http://www.summitgermany.com/
Burlington Stores: Fourth Quarter 2020 Earnings Call,https://www.burlingtoninvestors.com/events/event-details/fourth-quarter-2020-earnings-call,2021-02-18 21:23:27.445213,RESULTS,Burlington Stores,Department store retailer,United States,https://www.burlington.com/
Tronox: Tronox Reports Third Quarter 2020 Financial Results,https://investor.tronox.com/press-releases/press-releases-details/2020/Tronox-Reports-Third-Quarter-2020-Financial-Results/default.aspx,2020-10-28 20:33:54.749571,RESULTS,Tronox,Manufactures specialty chemical products,United States,https://www.tronox.com/
Finnair: Finnair and Silo.AI improve situational awareness of air traffic with artificial intelligence,https://company.finnair.com/en/media/all-releases/news?id=3314417,2019-05-23 07:03:03.968422,PRESS RELEASE,Finnair,Largest airline in Finland,Finland,https://company.finnair.com/
Marks & Spencer: M&S LAUNCHES NEW QUARTERLY FAMILY MATTERS INDEX,https://corporate.marksandspencer.com/media/press-releases/5ff7017fc6fe1bc26cb21d12/m-and-s-launches-new-quarterly-family-matters-index,2021-06-18 06:13:32.537103,PRESS RELEASE,Marks & Spencer,Major British multinational retailer,United Kingdom,https://www.marksandspencer.com/
Nomad Foods: Nomad Foods Reports First Quarter 2021 Financial Results,https://www.businesswire.com/news/home/20210506005419/en/Nomad-Foods-Reports-First-Quarter-2021-Financial-Results,2021-05-06 11:02:07.662341,PRESS RELEASE,Nomad Foods,Frozen foods company,United Kingdom,http://www.nomadfoods.com/
Aker Solutions: Aker Solutions ASA: Invitation to Presentation of Second-Quarter and Half-Year Results for 2019,http://akersolutions.com/news/news-archive/2019/aker-solutions-asa-invitation-to-presentation-of-second-quarter-and-half-year-results-for-2019/,2019-07-03 09:01:03.651628,CALENDAR,Aker Solutions,"Provider of products, systems and services to the oil and gas industry",Norway,http://akersolutions.com/
"CineMark: Cinemark Holdings, Inc. Reports Results for the Fourth Quarter of 2020",https://ir.cinemark.com/news-events/press-releases/detail/485/cinemark-holdings-inc-reports-results-for-the-fourth,2021-02-26 11:30:14.931078,RESULTS,CineMark,Cinema Operator,United States,https://cinemark.com/
SGL Carbon: Investor & Analyst Conference Call,https://www.sglcarbon.com/news/user-upload/Praesentation-fuer-Conference-Call-14-05-2020-final-11.05.2020.pdf,2020-05-14 06:44:42.088969,RESULTS,SGL Carbon,Manufacturers of carbon-based products,Germany,http://www.sglgroup.com/
Loxam: Q4 & FY 2020 Financial Results,https://www.loxamgroup.com/wp-content/uploads/2021/03/presentation-q4-2020-v-finale.pdf,2021-03-17 09:26:59.048725,RESULTS,Loxam,Equipment rental group,United Kingdom,http://www.loxam.com/
Crown: Crown Holdings Schedules Second Quarter 2018 Earnings Conference Call,https://www.crowncork.com/news/press-room/crown-holdings-schedules-second-quarter-2018-earnings-conference-call,2018-06-29 08:13:01.394773,CALENDAR,Crown,Supplier of packaging products to consumer marketing companies,United States,https://www.crowncork.com/
"Groupe Ecore: 13 March 2020 Focus site : La Roche-sur-Yon Activité Site de collecte spécialisé dans la récupération des ferreux et des métaux non ferreux. Ce site possède une pelle, […] Read more",https://www.ecore-finance.com/focus-site-la-roche-sur-yon/,2020-03-13 09:01:22.450129,PRESS RELEASE,Groupe Ecore,Recycling Company,France,http://www.gderecyclage.com/
Burford Capital: Global retail shareholder call registration and participation details,https://www.burfordcapital.com/media-room/media-room-container/global-retail-shareholder-call-registration-and-participation-details/,2021-06-04 11:03:57.028071,PRESS RELEASE,Burford Capital,Provides specialized finance to the legal market,United States,https://www.burfordcapital.com/
Polygon: Polygon AB (publ) has today published its Annual Report for 2018,https://www.polygongroup.com/news-and-pressreleases/polygon-ab-publ-has-today-published-its-annual-report-for-2018/,2019-04-08 07:00:35.734237,RESULTS,Polygon,Property damage restoration,Sweden,https://www.polygongroup.com
TUI: Pre-close trading update,https://www.tuigroup.com/damfiles/default/tuigroup-15/en/investors/2_News/2017/IR-News/TUI-Group-FY17-Pre-Close-IR-announcement-FINAL.pdf-106477a326fd646aab0e3d5eba1e015d.pdf,2017-09-28 06:36:11.338905,PRESS RELEASE,TUI,Integrated leisure travel group,Germany,https://www.tuigroup.com/
MasTec: Corporate Presentation,https://investors.mastec.com/static-files/61e4f598-af69-44bb-b764-18453196f09a,2020-11-24 15:42:03.02343,PRESS RELEASE,MasTec,Multinational infrastructure engineering and construction company,United States,https://www.mastec.com/
Grainger Plc  Excluded Entity Designation Notice To The Holders,http://www.ise.ie/app/announcementDetails.aspx?ID=13633329,2018-05-08 14:54:50.092279,PRESS RELEASE,Grainger plc,Residential property owner and manager,United Kingdom,http://www.graingerplc.co.uk/
"Horizon Pharma: Horizon Therapeutics plc Provides Preliminary 2020 Financial Results, Exceeding Full-Year 2020 Net Sales and Adjusted EBITDA Guidance; Provides Update on TEPEZZA® (teprotumumab-trbw) Supply and New KRYSTEXXA® (pegloticase injection) Trials",https://ir.horizontherapeutics.com/news-releases/news-release-details/horizon-therapeutics-plc-provides-preliminary-2020-financial,2021-01-11 12:04:55.761692,RESULTS,Horizon Pharma,"Pharmaceutical company that acquires, rebrands, repackages, and reprices specialist drugs",United States,https://www.horizonpharma.com/
Synlab: SYNLAB Lenders Presentation,https://www.synlab-notes.com/index.php?eID=tx_nawsecuredl&u=0&g=0&t=1588758396&hash=b6c08ebf9094e877aca20d4e3af7cb52302e99ac&file=fileadmin/secured_files/2020/Synlab_Lenders_Presentation_-_May_5th__2020.pdf,2020-05-05 08:56:51.357946,PRESS RELEASE,Synlab,Laboratory service provider,Germany,https://www.synlab.com/
Carnival: Carnival Corporation's Costa Cruises Brand to Restart Cruise Operations This Weekend,https://www.carnivalcorp.com/news-releases/news-release-details/carnival-corporations-costa-cruises-brand-restart-cruise,2020-09-03 13:03:11.738674,PRESS RELEASE,Carnival,Cruise Line Operator,United States,https://www.carnivalcorp.com/index
"LSB Industries: LSB Industries, Inc. Reports Operating Results for the 2021 Third Quarter",https://investors.lsbindustries.com/news-releases/news-release-details/lsb-industries-inc-reports-operating-results-2021-third-quarter,2021-11-01 20:09:39.449926,RESULTS,LSB Industries,"Manufactures and sells chemical products for the mining, agricultural, and industrial markets",United States,https://www.lsbindustries.com/
Compass Diversified: Compass Diversified Completes Simplification of Tax Structure,https://ir.compassdiversified.com/news/news-details/2021/Compass-Diversified-Completes-Simplification-of-Tax-Structure/default.aspx,2021-09-01 12:31:45.278792,PRESS RELEASE,Compass Diversified,Investment holding company in small to middle market businesses,United States,https://compassdiversified.com/
NBG Pangaea REIC: Agreement for the acquisition of a portfolio of properties in Cyprus and Greece,https://www.nbgpangaea.gr/articlefiles/376-532-2018_11_19_en.pdf,2018-11-19 17:31:53.938137,PRESS RELEASE,NBG Pangaea REIC,Real estate investments and the active management and operation of real estate,Greece,http://www.nbgpangaea.gr/
Faurecia: Faurecia invests in GuardKnox to reinforce the cybersecurity of the connected car | Faurecia,http://faureciacorp.prod.acquia-sites.com/en/newsroom/faurecia-invests-guardknox-reinforce-cybersecurity-connected-car,2019-05-27 08:52:56.827957,PRESS RELEASE,Faurecia,Automotive equipment supplier,France,http://www.faurecia.com/
Cabot Financial: Q2 2020 Press Release,https://www.cabotcm.com/umbraco/Surface/Reports/DownloadReportFile?mediaId=2511,2020-08-06 07:09:04.104547,RESULTS,Cabot Financial,Acquirer and manager of defaulted consumer debt,United Kingdom,https://www.cabotfinancial.co.uk/
US Acute Care Solutions: Mercy Medical Center Mt. Shasta Hospitalist Services,https://www.usacs.com/mercy-medical-center-mt-shasta-hospitalist-services,2021-06-23 19:53:07.413631,PRESS RELEASE,US Acute Care Solutions,"Provider of emergency medicine, hospitalist and observation services",United States,https://www.usacs.com/
Altice Europe NV: Altice France Holding Pro forma Financial Information,http://altice.net/sites/default/files/pdf/Altice%20France%20Holding_Q320_v2.pdf,2020-12-01 09:11:00.515551,PRESS RELEASE,Altice Europe NV,Cable and telecommunications company,France,http://altice.net/
Almirall: Consolidated Annual Accounts FY 2020,https://www.almirall.com/documents/portlet_file_entry/4257831/EN+-+CCAACC+2020.pdf/f4ada233-cedf-7cf6-9dd3-ad852614d410,2021-02-22 07:55:06.767852,RESULTS,Almirall,"International, vertically integrated pharmaceutical company",Spain,http://www.almirall.com/
Dufry: Amendments to 3M and 6M 2019 Reports | Dufry,https://www.dufry.com/en/node/10385,2019-11-05 06:02:48.950384,RESULTS,Dufry,Travel retailer,Switzerland,http://www.dufry.com/
"Consus Real Estate: CONSUS Real Estate AG: Andreas Steyer and Benjamin Lee have left the Management Board. "" Consus Real Estate",https://www.consus.ag/consus-real-estate-ag-andreas-steyer-and-benjamin-lee-have-left-the-management-board?lang=en,2020-07-30 07:28:48.557637,PRESS RELEASE,Consus Real Estate,One of the largest German residential property developers,Germany,https://www.consus.ag
SSAB: New Hardox 500 Tuf wear steel helps heavy-duty bucket manufacturer Winkelbauer get tough on wear,https://www.ssab.com/company/newsroom/media-archive/2019/01/30/08/00/new-hardox-500-tuf-wear-steel-helps-heavyduty-bucket-manufacturer-winkelbauer-get-tough-on-wear,2019-01-30 08:04:16.625208,PRESS RELEASE,SSAB,Steel company,Sweden,https://www.ssab.com/
B&M Retail: Acquisition of Heron Food Group Limited ,http://www.londonstockexchange.com/exchange/news/market-news/market-news-detail/BME/13316424.html,2017-08-02 14:21:25.691005,PRESS RELEASE,B&M Retail,Variety retailer,United Kingdom,http://www.bmstores.co.uk/
Simplot Grower Solutions: News - Simplot Fertilizer Facility Reaches Agreement | J.R. Simplot Company,http://www.simplot.com/news/news_simplot_fertilizer_facility_reaches_agreement,2020-10-02 22:31:59.791881,PRESS RELEASE,Simplot Grower Solutions,Provides agricultural products and services,United States,http://simplotgrowersolutions.com/
"PRISA: Pepa Bueno, new editor-in-chief of EL PAÍS",https://www.prisa.com/en/noticias/notas-de-prensa/pepa-bueno-nueva-directora-de-el-pais-,2021-08-13 10:22:59.925049,PRESS RELEASE,PRISA,Spanish and portuguese media group,Spain,https://www.prisa.com/
Vector Group: Vector Group to Host Third Quarter 2020 Results Conference Call,http://ir.vectorgroupltd.com/news-releases/news-release-details/vector-group-host-third-quarter-2020-results-conference-call,2020-10-28 12:31:52.595031,CALENDAR,Vector Group,Diversified holding company operating in tobacco and real estate,United States,https://www.vectorgroupltd.com/
Europcar: Q2 2019 Conference Call Invitation,https://finance.europcar-group.com/static-files/a2a3bbea-771e-4a40-b002-1b767e09184a,2019-07-09 10:26:05.234324,CALENDAR,Europcar,Car rental organization,France,https://www.europcar.com/
GFG Alliance: LIBERTY Steel Group today announces the formation of a new board of directors,https://www.gfgalliance.com/media-release/liberty-steel-group-today-announces-the-formation-of-a-new-board-of-directors/,2020-09-15 11:51:56.914027,PRESS RELEASE,GFG Alliance,"Provides industrial, natural, and financial resources",United Kingdom,https://www.gfgalliance.com/
Iron Mountain: Iron Mountain Incorporated Announces Tax Treatment of 2018 Distributions,http://investors.ironmountain.com/company/for-investors/investor-news/investor-news-details/2019/Iron-Mountain-Incorporated-Announces-Tax-Treatment-of-2018-Distributions/default.aspx,2019-01-23 11:06:39.474443,PRESS RELEASE,Iron Mountain,Storage and information management services,United States,http://www.ironmountain.com/
Axalta: 2020 Annual Report To Shareholders,https://s22.q4cdn.com/144987753/files/doc_financials/2020/ar/Axalta-Annual-Report-2020.pdf,2021-03-30 17:21:41.719929,RESULTS,Axalta,Develops and manufactures performance coatings,United States,http://www.axaltacs.com/corporate/en_US.html
Garrett: Press Release - Garrett Motion Inc.,https://investors.garrettmotion.com/file/Index?KeyFile=403941201,2020-05-11 11:07:42.520523,PRESS RELEASE,Garrett,Automotive technology,United States,https://www.garrettmotion.com/
CGG: CGG’s Smart Data Solutions Business Wins Data Management Contracts,http://www.cgg.com/Investors/Press-Releases/2020/10/CGGs-Smart-Data-Solutions-Business-Wins-Data-Management-Contracts,2020-10-14 07:29:22.022372,PRESS RELEASE,CGG,"Manufacturer of geophysical equipment, provider of marine, land and airborne data acquisition services",France,http://www.cgg.com/
Clariant: Financial Report  2018,https://www.clariant.com/en/Investors/Services/Download-Center#,2019-03-11 09:17:40.512158,RESULTS,Clariant,Speciality chemicals company,Switzerland,https://www.clariant.com/en/Corporate
AssuredPartners: National Broker Names John Hickey as Voluntary Benefits Practice Leader,https://www.assuredpartners.com/blog/detail/bid/593/ap-in-the-news/national-broker-names-john-hickey-as-voluntary-benefits-practice-leader,2021-08-10 12:29:30.78415,PRESS RELEASE,AssuredPartners,Insurance brokerage firm,United States,https://www.assuredpartners.com/
Technicolor: Agreement in Principle on Financial Restructuring Plan,https://www.technicolor.com/sites/default/files/2020-06/06-22-2020_Cleansing%20Press%20Release_VUS.pdf,2020-06-22 14:39:19.064784,PRESS RELEASE,Technicolor,Media and entertainment technology company,France,http://www.technicolor.com/
Korn Ferry: Korn Ferry Recognized as a Leader in Recruitment Process Outsourcing (RPO) in Everest Group PEAK Matrix Assessment for Fourth Consecutive Year,https://ir.kornferry.com/news-events/press-releases/detail/599/korn-ferry-recognized-as-a-leader-in-recruitment-process,2021-04-13 14:53:50.912383,PRESS RELEASE,Korn Ferry,Management consulting firm,United States,https://www.kornferry.com/uk
Charter Communications: Charter Offers Senior Secured Notes,https://ir.charter.com/news-releases/news-release-details/charter-offers-senior-secured-notes-12,2021-09-27 12:25:14.842693,PRESS RELEASE,Charter Communications,American telecommunications and mass media company,United States,https://www.spectrum.com/
Tegna: TEGNA Announces Offering of Senior Notes,http://investors.tegna.com/news-releases/news-release-details/tegna-announces-offering-senior-notes-1,2020-09-08 11:31:47.674536,PRESS RELEASE,Tegna,"Broadcast, digital media and marketing services company",United States,https://www.tegna.com/
Petropavlovsk: PETROPAVLOVSK 2016 LIMITED -- Announcement of Partial Delisting,https://direct.euronext.com/api/PublicAnnouncements/RISDocument/MOSDMS-55954683-v2-PP2016_Delisting_Notice_Early_Redemption.pdf?id=b2fc123b-10b1-41c5-8e70-fded51b776b6,2021-08-04 12:37:24.915281,PRESS RELEASE,Petropavlovsk,Vertically integrated gold miner,Russia,https://www.petropavlovsk.net/
